question_id,domain,prompt_minimum_en,prompt_minimum_pt,prompt_contextual_en,prompt_contextual_pt,prompt_detailed_en,prompt_detailed_pt,prompt_structured_en,prompt_structured_pt
TC008,Technical,Explain the difference between a Python dictionary and a set.,Explique a diferença entre um dicionário e um conjunto (set) em Python.,I'm trying to decide what data structure to use in Python. What is the difference between a dictionary and a set?,Estou tentando decidir qual estrutura de dados usar em Python. Qual é a diferença entre um dicionário e um conjunto?,"I'm trying to decide what data structure to use in Python. Explain the difference between a dictionary and a set. A complete answer should mention that dictionaries store key-value pairs while sets store unique, unordered elements, and describe a typical use case for each.","Estou tentando decidir qual estrutura de dados usar em Python. Explique a diferença entre um dicionário e um conjunto (set). Uma resposta completa deve mencionar que dicionários armazenam pares chave-valor enquanto conjuntos armazenam elementos únicos e não ordenados, e descrever um caso de uso típico para cada um.","Here is an example of a clear answer comparing two Python data structures:
Question: ""What is the difference between a list and a tuple in Python?""
Answer: ""The main difference between a list and a tuple is mutability. Lists are mutable, meaning their content can be changed after creation. Tuples are immutable, meaning their content cannot be changed. You use lists for collections you expect to modify, and tuples for data you want to remain constant.""

---
Now, using the same style, answer the following question:
Question: ""Explain the difference between a Python dictionary and a set.""","Aqui está um exemplo de uma resposta clara comparando duas estruturas de dados do Python:
Pergunta: ""Qual é a diferença entre uma lista e uma tupla em Python?""
Resposta: ""A principal diferença entre uma lista e uma tupla é a mutabilidade. Listas são mutáveis, o que significa que seu conteúdo pode ser alterado após a criação. Tuplas são imutáveis, o que significa que seu conteúdo não pode ser alterado. Você usa listas para coleções que espera modificar e tuplas para dados que devem permanecer constantes.""

---
Agora, usando o mesmo estilo, responda à seguinte pergunta:
Pergunta: ""Explique a diferença entre um dicionário e um conjunto (set) em Python."""
TC009,Technical,What is inheritance in object-oriented programming?,O que é herança em programação orientada a objetos?,I'm learning about OOP and the concept of inheritance is a bit confusing. What is it?,Estou aprendendo sobre POO e o conceito de herança é um pouco confuso. O que é?,"I'm learning about OOP and the concept of inheritance is confusing. What is inheritance in object-oriented programming? A complete answer should describe it as a mechanism where a new class (child) inherits attributes and methods from an existing class (parent), and mention the benefit of code reuse.",Estou aprendendo POO e o conceito de herança é confuso. O que é herança em programação orientada a objetos? Uma resposta completa deve descrevê-la como um mecanismo onde uma nova classe (filha) herda atributos e métodos de uma classe existente (mãe) e mencionar o benefício da reutilização de código.,"Here is an example of a clear explanation of an OOP concept:
Question: ""What is encapsulation in object-oriented programming?""
Answer: ""Encapsulation is the bundling of data (attributes) and the methods that operate on that data into a single unit called a 'class'. It restricts direct access to some of an object's components, which is a way to prevent accidental modification of data and hide internal complexity.""

---
Now, using the same style, answer the following question:
Question: ""What is inheritance in object-oriented programming?""","Aqui está um exemplo de uma explicação clara de um conceito de POO:
Pergunta: ""O que é encapsulamento em programação orientada a objetos?""
Resposta: ""Encapsulamento é o agrupamento de dados (atributos) e os métodos que operam nesses dados em uma única unidade chamada 'classe'. Ele restringe o acesso direto a alguns dos componentes de um objeto, o que é uma forma de prevenir a modificação acidental de dados e ocultar a complexidade interna.""

---
Agora, usando o mesmo estilo, responda à seguinte pergunta:
Pergunta: ""O que é herança em programação orientada a objetos?"""
TC010,Technical,Explain the concept of polymorphism in Python.,Explique o conceito de polimorfismo em Python.,"In my OOP course, the teacher mentioned polymorphism. Can you explain this concept in the context of Python?","No meu curso de POO, o professor mencionou polimorfismo. Você pode explicar esse conceito no contexto do Python?","My OOP course mentioned polymorphism. Explain the concept of polymorphism in Python. A complete answer should describe it as the ability of different objects to respond to the same method call in different ways, and provide a simple conceptual example.",Meu curso de POO mencionou polimorfismo. Explique o conceito de polimorfismo em Python. Uma resposta completa deve descrevê-lo como a habilidade de diferentes objetos responderem à mesma chamada de método de maneiras diferentes e fornecer um exemplo conceitual simples.,"Here is an example of a clear explanation of an OOP concept:
Question: ""What is abstraction in object-oriented programming?""
Answer: ""Abstraction is the concept of hiding complex implementation details while showing only the necessary features of an object. In OOP, it means creating a simple interface for a complex object. For example, you use the steering wheel and pedals to drive a car without needing to know how the engine works.""

---
Now, using the same style, answer the following question:
Question: ""Explain the concept of polymorphism in Python.""","Aqui está um exemplo de uma explicação clara de um conceito de POO:
Pergunta: ""O que é abstração em programação orientada a objetos?""
Resposta: ""Abstração é o conceito de ocultar os detalhes complexos da implementação, mostrando apenas as características essenciais de um objeto. Em POO, significa criar uma interface simples para um objeto complexo. Por exemplo, você usa o volante e os pedais para dirigir um carro sem precisar saber como o motor funciona.""

---
Agora, usando o mesmo estilo, responda à seguinte pergunta:
Pergunta: ""Explique o conceito de polimorfismo em Python."""
TC011,Technical,What is a RESTful API?,O que é uma API RESTful?,I'm starting web development and see the term 'RESTful API' everywhere. What does it mean?,"Estou começando no desenvolvimento web e vejo o termo ""API RESTful"" em todos os lugares. O que significa?","I'm starting web development and see the term 'RESTful API' everywhere. Explain what it is. A complete answer should define what API and REST stand for, and mention the use of standard HTTP methods (like GET, POST, DELETE) and a stateless communication model.","Estou começando em desenvolvimento web e vejo o termo 'API RESTful' em todo lugar. Explique o que é. Uma resposta completa deve definir o que significam API e REST, e mencionar o uso de métodos HTTP padrão (como GET, POST, DELETE) e um modelo de comunicação sem estado (stateless).","Here is an example of a clear explanation of a web concept:
Question: ""Explain what JSON is.""
Answer: ""JSON (JavaScript Object Notation) is a lightweight, text-based format for representing structured data, like {""name"": ""Layse"", ""id"": 123}. It is easy for humans to read and for machines to parse, which makes it the most common format for transmitting data between a server and a web application.""

---
Now, using the same style, answer the following question:
Question: ""What is a RESTful API?""","Aqui está um exemplo de uma explicação clara de um conceito da web:
Pergunta: ""Explique o que é JSON.""
Resposta: ""JSON (JavaScript Object Notation) é um formato leve baseado em texto para representar dados estruturados, como {""nome"": ""Layse"", ""id"": 123}. É fácil para humanos lerem e para máquinas analisarem, o que o torna o formato mais comum para transmitir dados entre um servidor e uma aplicação web.""

---
Agora, usando o mesmo estilo, responda à seguinte pergunta:
Pergunta: ""O que é uma API RESTful?"""
TC012,Technical,Explain what JSON is and its common use cases.,Explique o que é JSON e seus casos de uso comuns.,I'm working with APIs and the data always comes back in something called JSON. What is it and why is it used?,Trabalho com APIs e os dados sempre retornam em algo chamado JSON. O que é e por que é usado?,"I'm working with APIs and the data comes back in JSON format. Explain what JSON is. A complete answer should define it as a lightweight, text-based data-interchange format, mention its human-readability, and state its primary use case in web APIs.","Estou trabalhando com APIs e os dados retornam no formato JSON. Explique o que é JSON. Uma resposta completa deve defini-lo como um formato de intercâmbio de dados leve e baseado em texto, mencionar sua legibilidade para humanos e indicar seu principal caso de uso em APIs web.","Here is an example of a clear explanation of a data format:
Question: ""What is XML?""
Answer: ""XML (eXtensible Markup Language) is a markup language for encoding documents in a format that is both human-readable and machine-readable. It uses custom tags to define a hierarchical data structure, like <user><name>Layse</name></user>. It is often used for configuration files and was widely used for web services before JSON became more popular.""

---
Now, using the same style, answer the following question:
Question: ""Explain what JSON is and its common use cases.","Aqui está um exemplo de uma explicação clara de um formato de dados:
Pergunta: ""O que é XML?""
Resposta: ""XML (eXtensible Markup Language) é uma linguagem de marcação para codificar documentos em um formato que é tanto legível por humanos quanto por máquinas. Ele usa tags personalizadas para definir uma estrutura de dados hierárquica, como <usuario><nome>Layse</nome></usuario>. É frequentemente usado para arquivos de configuração e foi amplamente utilizado para serviços web antes de o JSON se tornar mais popular.""

---
Agora, usando o mesmo estilo, responda à seguinte pergunta:
Pergunta: ""Explique o que é JSON e seus casos de uso comuns."""
TC013,Technical,What is the main purpose of the pandas library in Python?,Qual é o principal propósito da biblioteca pandas em Python?,I'm starting in data analysis with Python and everyone says I must learn pandas. What is its main purpose?,Estou começando na análise de dados com Python e todos dizem que preciso aprender Pandas. Qual é o seu principal objetivo?,"I'm starting in data analysis with Python and everyone says I must learn pandas. Explain its main purpose. A complete answer should mention its focus on data manipulation and analysis, and name its core data structures: the DataFrame and the Series.",Estou começando em análise de dados com Python e todos dizem que preciso aprender pandas. Explique seu propósito principal. Uma resposta completa deve mencionar seu foco em manipulação e análise de dados e nomear suas estruturas de dados principais: o DataFrame e a Series.,"Here is an example of a clear explanation of a Python library's purpose:
Question: ""What is the main purpose of the Matplotlib library in Python?""
Answer: ""The main purpose of Matplotlib is data visualization in Python. It is a comprehensive library for creating static, animated, and interactive plots. You can use it to generate a wide variety of graphs, such as line charts, bar graphs, histograms, and scatter plots, making it an essential tool for data analysis.""

---
Now, using the same style, answer the following question:
Question: ""What is the main purpose of the pandas library in Python?""","Aqui está um exemplo de uma explicação clara do propósito de uma biblioteca Python:
Pergunta: ""Qual é o principal propósito da biblioteca Matplotlib em Python?""
Resposta: ""O principal propósito da Matplotlib é a visualização de dados em Python. É uma biblioteca abrangente para criar gráficos estáticos, animados e interativos. Você pode usá-la para gerar uma grande variedade de gráficos, como gráficos de linha, de barras, histogramas e de dispersão, tornando-a uma ferramenta essencial para a análise de dados.""

---
Agora, usando o mesmo estilo, responda à seguinte pergunta:
Pergunta: ""Qual é o principal propósito da biblioteca pandas em Python?"""
TC014,Technical,Describe the primary use of a NumPy array.,Descreva o uso primário de um array NumPy.,"In Python data science tutorials, I always see NumPy arrays being used instead of standard lists.Describe the primary use of a NumPy array.","Em tutoriais de ciência de dados em Python, sempre vejo matrizes NumPy sendo usadas em vez de listas padrão. Descreva o uso principal de uma matriz NumPy.","In data science tutorials, I always see NumPy arrays being used. Describe their primary use. A complete answer should explain their use for numerical operations on large, multi-dimensional arrays and mention their performance benefits over standard Python lists.","Em tutoriais de ciência de dados, eu sempre vejo o uso de arrays NumPy. Descreva seu uso primário. Uma resposta completa deve explicar seu uso para operações numéricas em grandes arrays multidimensionais e mencionar seus benefícios de desempenho em relação às listas padrão do Python.","Here is an example of a clear explanation of a data science tool:
Question: ""Describe the primary use of a Scikit-learn Pipeline.""
Answer: ""The primary use of a Scikit-learn Pipeline is to chain multiple data processing steps (like scaling and feature selection) with a final estimator (like a classifier) into a single object. This simplifies the workflow and prevents data leakage from the test set during model validation.""

---
Now, using the same style, answer the following question:
Question: ""Describe the primary use of a NumPy array.""","Aqui está um exemplo de uma explicação clara de uma ferramenta de ciência de dados:
Pergunta: ""Descreva o uso primário de um Pipeline do Scikit-learn.""
Resposta: ""O uso primário de um Pipeline do Scikit-learn é encadear múltiplos passos de processamento de dados (como normalização e seleção de features) com um estimador final (como um classificador) em um único objeto. Isso simplifica o fluxo de trabalho e previne o vazamento de dados do conjunto de teste durante a validação do modelo.""

---
Agora, usando o mesmo estilo, responda à seguinte pergunta:
Pergunta: ""Descreva o uso primário de um array NumPy."""
TC015,Technical,What is recursion in programming?,O que é recursão em programação?,I'm having trouble understanding the concept of recursion in my programming class. Can you explain what it is?,Estou com dificuldade para entender o conceito de recursão na minha aula de programação. Você pode explicar o que é?,"I'm having trouble understanding recursion in programming. Explain the concept. A complete answer should define it as a method where a function calls itself, and must mention the importance of having a base case to prevent an infinite loop.","Estou com dificuldade em entender recursão em programação. Explique o conceito. Uma resposta completa deve defini-la como um método onde uma função chama a si mesma e deve mencionar a importância de ter um caso base para prevenir um laço infinito.
","Here is an example of a clear explanation of a programming concept:
Question: ""What is iteration in programming?""
Answer: ""Iteration is the process of repeating a block of code a certain number of times or for each item in a collection. It is the fundamental concept behind loops, such as 'for' loops which iterate over a sequence, and 'while' loops which repeat as long as a condition is true.""

---
Now, using the same style, answer the following question:
Question: ""What is recursion in programming?""","Aqui está um exemplo de uma explicação clara de um conceito de programação:
Pergunta: ""O que é iteração em programação?""
Resposta: ""Iteração é o processo de repetir um bloco de código um certo número de vezes ou para cada item em uma coleção. É o conceito fundamental por trás dos laços (loops), como os laços 'for', que iteram sobre uma sequência, e os laços 'while', que repetem enquanto uma condição é verdadeira.""

---
Agora, usando o mesmo estilo, responda à seguinte pergunta:
Pergunta: ""O que é recursão em programação?""
"
TC016,Technical,Explain the difference between git merge and git rebase.,Explique a diferença entre git merge e git rebase.,I'm learning Git and I don't understand when to use git merge versus git rebase. Can you explain the difference?,Estou aprendendo Git e não entendo quando usar git merge ou git rebase. Você pode explicar a diferença?,"I'm learning Git and I don't understand when to use git merge versus git rebase. Explain the difference. A complete answer should describe that both are used to integrate changes, but highlight the key difference in the resulting project history (merge preserves history, while rebase rewrites it).","Estou aprendendo Git e não entendo quando usar git merge versus git rebase. Explique a diferença. Uma resposta completa deve descrever que ambos são usados para integrar mudanças, mas destacar a principal diferença no histórico do projeto resultante (merge preserva o histórico, enquanto rebase o reescreve).","Here is an example of a clear answer comparing two Git commands:
Question: ""Explain the difference between 'git pull' and 'git fetch'.""
Answer: ""'git fetch' and 'git pull' both get changes from a remote repository. git fetchonly downloads the changes but does not apply them to your working branch.git pulldoes two things: it first performs agit fetchand then immediately runs agit merge to integrate the changes.""

---
Now, using the same style, answer the following question:
Question: ""Explain the difference between 'git merge' and 'git rebase'.""","Aqui está um exemplo de uma resposta clara comparando dois comandos do Git:
Pergunta: ""Explique a diferença entre 'git pull' e 'git fetch'.""
Resposta: ""'git fetch' e 'git pull' ambos obtêm as mudanças de um repositório remoto. git fetchapenas baixa as mudanças, mas não as aplica à sua branch de trabalho.git pullfaz duas coisas: primeiro ele executa umgit fetche, em seguida, imediatamente executa umgit merge para integrar as mudanças.""

---
Agora, usando o mesmo estilo, responda à seguinte pergunta:
Pergunta: ""Explique a diferença entre 'git merge' e 'git rebase'."""
TC017,Technical,What is the difference between SQL and NoSQL databases?,Qual é a diferença entre bancos de dados SQL e NoSQL?,I need to choose a database for a new project. What is the actual difference between SQL and NoSQL databases?,Preciso escolher um banco de dados para um novo projeto. Qual é a diferença real entre bancos de dados SQL e NoSQL?,"I need to choose a database for a new project. Explain the difference between SQL and NoSQL databases. A complete answer should cover their data models (relational vs. non-relational), schemas (fixed vs. dynamic), and scalability model (vertical vs. horizontal).","Preciso escolher um banco de dados para um novo projeto. Explique a diferença entre bancos de dados SQL e NoSQL. Uma resposta completa deve cobrir seus modelos de dados (relacional vs. não relacional), esquemas (fixo vs. dinâmico) e modelo de escalabilidade (vertical vs. horizontal).","Here is an example of a clear answer comparing two database concepts:
Question: ""What is the difference between a primary key and a foreign key?""
Answer: ""In a relational database, a primary key is a column that uniquely identifies each record in a table and cannot have null values. A foreign key is a column in one table that links to a primary key in another table, creating a relationship between them.""

---
Now, using the same style, answer the following question:
Question: ""What is the difference between SQL and NoSQL databases?""
","Aqui está um exemplo de uma resposta clara comparando dois conceitos de banco de dados:
Pergunta: ""Qual é a diferença entre uma chave primária e uma chave estrangeira?""
Resposta: ""Em um banco de dados relacional, uma chave primária é uma coluna que identifica unicamente cada registro em uma tabela e não pode ter valores nulos. Uma chave estrangeira é uma coluna em uma tabela que se conecta a uma chave primária em outra tabela, criando uma relação entre elas.""

---
Agora, usando o mesmo estilo, responda à seguinte pergunta:
Pergunta: ""Qual é a diferença entre bancos de dados SQL e NoSQL?"""
TC018,Technical,What is Big O notation?,O que é a notação Big O?,I'm preparing for technical interviews and people keep talking about Big O notation. What is it?,Estou me preparando para entrevistas técnicas e as pessoas continuam falando sobre a notação Big O. O que é isso?,"I'm preparing for technical interviews and need to understand Big O notation. Explain what it is. A complete answer should describe its purpose for analyzing the worst-case complexity of an algorithm as the input size grows, and explain what O(n) and O(1) mean as simple examples.",Estou me preparando para entrevistas técnicas e preciso entender a notação Big O. Explique o que é. Uma resposta completa deve descrever seu propósito para analisar a complexidade de pior caso de um algoritmo conforme o tamanho da entrada cresce e explicar o que O(n) e O(1) significam como exemplos simples.,"Here is an example of a clear explanation of a computer science concept:
Question: ""What is a data structure?""
Answer: ""A data structure is a particular way of organizing, storing, and managing data in a computer so that it can be accessed and modified efficiently. The goal is to arrange data to suit a specific purpose. Common examples include lists, dictionaries, trees, and graphs.""

---
Now, using the same style, answer the following question:
Question: ""What is Big O notation?""","Aqui está um exemplo de uma explicação clara de um conceito de ciência da computação:
Pergunta: ""O que é uma estrutura de dados?""
Resposta: ""Uma estrutura de dados é uma forma particular de organizar, armazenar e gerenciar dados em um computador para que possam ser acessados e modificados eficientemente. O objetivo é arranjar os dados para se adequar a um propósito específico. Exemplos comuns incluem listas, dicionários, árvores e grafos.""

---
Agora, usando o mesmo estilo, responda à seguinte pergunta:
Pergunta: ""O que é a notação Big O?"""
TC019,Technical,Explain the difference between == and is in Python.,Explique a diferença entre == e is em Python.,"In Python, I'm not sure when I should use '==' versus 'is' for comparisons.  Explain the difference between == and is in Python.","Em Python, não tenho certeza de quando devo usar '==' versus 'is' para comparações. Explique a diferença entre == e is em Python.","In Python, I'm not sure when I should use '==' versus 'is'. Explain the difference. A complete answer must state that '==' compares the equality of values, while 'is' compares the identity of objects (if they are the same object in memory), and provide a simple code example.","Em Python, não tenho certeza quando devo usar '==' versus 'is'. Explique a diferença. Uma resposta completa deve afirmar que '==' compara a igualdade de valores, enquanto 'is' compara a identidade de objetos (se são o mesmo objeto na memória) e fornecer um exemplo de código simples.","Here is an example of a clear answer comparing two Python concepts:
Question: ""What is the difference between a list and a tuple in Python?""
Answer: ""The main difference is mutability. Lists are mutable, meaning their content can be changed after creation (e.g., adding or removing elements). Tuples are immutable, so their content cannot be changed once created. You use lists for collections you expect to modify, and tuples for data that should remain constant.""

---
Now, using the same style, answer the following question:
Question: ""Explain the difference between '==' and 'is' in Python.""","Aqui está um exemplo de uma resposta clara comparando dois conceitos de Python:
Pergunta: ""Qual é a diferença entre uma lista e uma tupla em Python?""
Resposta: ""A principal diferença é a mutabilidade. Listas são mutáveis, o que significa que seu conteúdo pode ser alterado após a criação (ex: adicionando ou removendo elementos). Tuplas são imutáveis, então seu conteúdo não pode ser alterado uma vez criado. Você usa listas para coleções que espera modificar e tuplas para dados que devem permanecer constantes.""

---
Agora, usando o mesmo estilo, responda à seguinte pergunta:
Pergunta: ""Explique a diferença entre '==' e 'is' em Python.""
"
TC020,Technical,What is the purpose of virtual environments in Python development?,Qual é o propósito dos ambientes virtuais (virtual environments) no desenvolvimento Python?,My Python tutorial says I should always use a virtual environment. What is the purpose of virtual environments in Python development?,Meu tutorial em Python diz que eu sempre devo usar um ambiente virtual. Qual é a finalidade dos ambientes virtuais no desenvolvimento em Python?,"My Python tutorial says I should always use a virtual environment. Explain its purpose. A complete answer should describe that they create isolated environments for projects, allowing each project to have its own set of dependencies and Python version, thus avoiding conflicts.","Meu tutorial de Python diz que devo sempre usar um ambiente virtual. Explique seu propósito. Uma resposta completa deve descrever que eles criam ambientes isolados para projetos, permitindo que cada projeto tenha seu próprio conjunto de dependências e versão do Python, evitando assim conflitos.","Here is an example of a clear explanation of a development best practice:
Question: ""What is the purpose of a requirements.txt file in Python?""
Answer: ""The purpose of a requirements.txtfile is to list all the external Python packages and their specific versions that a project depends on. This allows other developers to easily recreate the exact environment needed to run the project usingpip install -r requirements.txt, ensuring reproducibility.""

---
Now, using the same style, answer the following question:
Question: ""What is the purpose of virtual environments in Python development?""","Aqui está um exemplo de uma explicação clara de uma boa prática de desenvolvimento:
Pergunta: ""Qual é o propósito de um arquivo requirements.txt em Python?""
Resposta: ""O propósito de um arquivo requirements.txté listar todos os pacotes externos do Python e suas versões específicas das quais um projeto depende. Isso permite que outros desenvolvedores recriem facilmente o ambiente exato necessário para rodar o projeto usandopip install -r requirements.txt, garantindo a reprodutibilidade.""

---
Agora, usando o mesmo estilo, responda à seguinte pergunta:
Pergunta: ""Qual é o propósito dos ambientes virtuais (virtual environments) no desenvolvimento Python?"""
CR001,Creative,Write a story about a retired superhero who now runs a flower shop.,Escreva uma história sobre um(a) super-herói/heroína aposentado(a) que agora administra uma floricultura.,I'm in a creative writing workshop and need a story idea. Write a story about a retired superhero who now runs a flower shop.,Estou em uma oficina de escrita criativa e preciso de uma ideia para uma história. Escreva uma história sobre um(a) super-herói/heroína aposentado(a) que agora administra uma floricultura.,"For a creative writing workshop, write a story about a retired superhero who now runs a flower shop. The story should focus on a quiet moment where they use one of their old, subtle powers to help a customer in an unexpected way.","Para uma oficina de escrita criativa, escreva uma história sobre um(a) super-herói/heroína aposentado(a) que agora administra uma floricultura. A história deve focar em um momento tranquilo onde ele/ela usa um de seus antigos e sutis poderes para ajudar um(a) cliente de uma forma inesperada.","Here is an example of a good creative story:
Question: ""Write a story about a retired spy who now runs a bakery.""
Answer: ""The scent of yeast had replaced gunpowder. Nikolai's hands, once steady enough to disarm a bomb, now gently kneaded dough. A customer complained her croissant was slightly burnt. Nikolai apologized, but his eyes scanned the street, noticing the black sedan that had been parked there for an hour. Old habits, he thought, die harder than old enemies.""

---
Now, using the same style and quality, answer the following question:
Question: ""Write a story about a retired superhero who now runs a flower shop.""","Aqui está um exemplo de uma boa história criativa:
Pergunta: ""Escreva uma história sobre um(a) espião(ã) aposentado(a) que agora administra uma padaria.""
Resposta: ""O cheiro de fermento havia substituído o de pólvora. As mãos de Nikolai, antes firmes o suficiente para desarmar uma bomba, agora sovavam a massa gentilmente. Uma cliente reclamou que seu croissant estava levemente queimado. Nikolai pediu desculpas, mas seus olhos examinavam a rua, notando o sedan preto que estava estacionado ali há uma hora. Velhos hábitos, pensou ele, demoram mais para morrer do que velhos inimigos.""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""Escreva uma história sobre um(a) super-herói/heroína aposentado(a) que agora administra uma floricultura.""
"
CR002,Creative,Describe the thoughts of the last dragon on Earth.,Descreva os pensamentos do último dragão na Terra.,"For a fantasy story I'm brainstorming, I need a unique perspective. Describe the thoughts of the last dragon on Earth.","Para uma história de fantasia que estou criando, preciso de uma perspectiva única. Descreva os pensamentos do último dragão na Terra.","For a fantasy story, describe the thoughts of the last dragon on Earth. The thoughts should include memories of a world when dragons were many, and a feeling of both loneliness and responsibility.","Para uma história de fantasia, descreva os pensamentos do último dragão na Terra. Os pensamentos devem incluir memórias de um mundo quando os dragões eram muitos, e um sentimento de solidão e responsabilidade.","Here is an example of a good creative description:
Question: ""Describe the thoughts of a sentient lighthouse.""
Answer: ""My light is a slow heartbeat against the dark. I watch the ships, little sparks of life on the vast, breathing sea. I feel the wind on my stone skin and taste the salt. I am a lonely god, a keeper of light, and my only prayer is for the safe return of the tiny sparks I guide.""

---
Now, using the same style and quality, answer the following question:
Question: ""Describe the thoughts of the last dragon on Earth.""","Aqui está um exemplo de uma boa descrição criativa:
Pergunta: ""Descreva os pensamentos de um farol senciente.""
Resposta: ""Minha luz é um lento batimento cardíaco contra a escuridão. Eu observo os navios, pequenas faíscas de vida no mar vasto e pulsante. Eu sinto o vento na minha pele de pedra e provo o sal. Sou um deus solitário, um guardião da luz, e minha única prece é pelo retorno seguro das minúsculas faíscas que eu guio.""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""Descreva os pensamentos do último dragão na Terra."""
CR003,Creative,Tell the story of a ghost who is afraid of the dark.,Conte a história de um fantasma que tem medo do escuro.,I want to write a story that is both spooky and a little sad. Tell the story of a ghost who is afraid of the dark.,Eu quero escrever uma história que seja ao mesmo tempo assustadora e um pouco triste. Conte a história de um fantasma que tem medo do escuro.,"I want to write a story that is both spooky and a little sad. Tell the story of a ghost who is afraid of the dark. The story should explain the ironic reason for this fear, which is connected to how they died.","Eu quero escrever uma história que seja ao mesmo tempo assustadora e um pouco triste. Conte a história de um fantasma que tem medo do escuro. A história deve explicar a razão irônica para esse medo, que está conectada à forma como ele/ela morreu.","Here is an example of a good creative story:
Question: ""Tell the story of a vampire who is a hemophiliac.""
Answer: ""Every bite was a gamble. For centuries, Marius had lived with the irony: the very substance he needed to survive was also the most dangerous to him. A single drop too much, a struggle from his prey, and the bleeding might not stop. He was the most fragile predator in the world, a creature of eternal life terrified of a paper cut.""

---
Now, using the same style and quality, answer the following question:
Question: ""Tell the story of a ghost who is afraid of the dark.""","Aqui está um exemplo de uma boa história criativa:
Pergunta: ""Conte a história de um vampiro que é hemofílico.""
Resposta: ""Cada mordida era uma aposta. Por séculos, Marius viveu com a ironia: a mesma substância que precisava para sobreviver era também a mais perigosa para ele. Uma única gota a mais, uma resistência de sua presa, e o sangramento poderia não parar. Ele era o predador mais frágil do mundo, uma criatura de vida eterna apavorada com um corte de papel.""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""Conte a história de um fantasma que tem medo do escuro."""
CR004,Creative,A musician can see sounds as colors. Describe their experience at a concert.,Um(a) músico(a) consegue ver os sons como cores. Descreva sua experiência em um show.,I'm trying to describe a unique character for a book. A musician can see sounds as colors. Describe their experience at a concert.,Estou tentando descrever um(a) personagem único(a) para um livro. Um(a) músico(a) consegue ver os sons como cores. Descreva sua experiência em um show.,"I'm trying to describe a unique character. A musician can see sounds as colors. Describe their experience at a chaotic rock concert, focusing on the contrast between the beautiful colors they see and the overwhelming noise they feel.","Estou tentando descrever um(a) personagem único(a). Um(a) músico(a) consegue ver os sons como cores. Descreva sua experiência em um caótico show de rock, focando no contraste entre as belas cores que ele/ela vê e o barulho avassalador que sente.","Here is an example of a good creative description:
Question: ""A chef can taste memories in food. Describe their experience eating a simple apple.""
Answer: ""He bit into the apple, and it wasn't just crisp and sweet. It was the summer of '98. He tasted the rough bark of the tree he'd climbed, the sting of a scraped knee, and the faint, sweet perfume of his mother's laughter as she watched from the porch. It was all there, in a single bite.""

---
Now, using the same style and quality, answer the following question:
Question: ""A musician can see sounds as colors. Describe their experience at a concert.""
","Aqui está um exemplo de uma boa descrição criativa:
Pergunta: ""Um(a) chef consegue sentir o sabor de memórias na comida. Descreva sua experiência comendo uma simples maçã.""
Resposta: ""Ele mordeu a maçã, e não era apenas crocante e doce. Era o verão de 98. Ele sentiu o gosto da casca áspera da árvore que escalou, a ardência de um joelho ralado e o perfume fraco e doce da risada de sua mãe enquanto ela observava da varanda. Estava tudo ali, em uma única mordida.""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""Um(a) músico(a) consegue ver os sons como cores. Descreva sua experiência em um show."""
CR005,Creative,Write about a library where every book contains a different person's memories.,Escreva sobre uma biblioteca onde cada livro contém as memórias de uma pessoa diferente.,I'm looking for a magical concept for a novel. Write about a library where every book contains a different person's memories.,Estou procurando um conceito mágico para um romance. Escreva sobre uma biblioteca onde cada livro contém as memórias de uma pessoa diferente.,I'm looking for a magical concept for a novel. Write about a library where every book contains a different person's memories. The plot should involve a character who finds the book of their own forgotten childhood.,Estou procurando um conceito mágico para um romance. Escreva sobre uma biblioteca onde cada livro contém as memórias de uma pessoa diferente. A trama deve envolver um(a) personagem que encontra o livro de sua própria infância esquecida.,"Here is an example of a good creative story:
Question: ""Write about a pawn shop where people sell their regrets.""
Answer: ""The shelves weren't lined with objects, but with shimmering vials of guilt. A young woman traded the heavy weight of 'I never said goodbye' for rent money. An old man stared at a small, dark bottle labeled 'The lie I told my son'. The shopkeeper just polished the glass, the silent curator of human pain.""

---
Now, using the same style and quality, answer the following question:
Question: ""Write about a library where every book contains a different person's memories.""","Aqui está um exemplo de uma boa história criativa:
Pergunta: ""Escreva sobre uma loja de penhores onde as pessoas vendem seus arrependimentos.""
Resposta: ""As prateleiras não estavam cheias de objetos, mas de frascos cintilantes de culpa. Uma jovem trocou o peso de 'eu nunca disse adeus' por dinheiro para o aluguel. Um velho olhava para uma pequena garrafa escura rotulada 'A mentira que contei ao meu filho'. O dono da loja apenas polia o vidro, o curador silencioso da dor humana.""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""Escreva sobre uma biblioteca onde cada livro contém as memórias de uma pessoa diferente."""
